Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Label,binary_label,original_label,adversarial_type
2547890.1055490463,11.029075313469413,5.972434671873117,42422.567848282866,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
340419.9417515929,11.473738219101799,6.100977867220706,22899.601114750276,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1333292.051469027,8.504496511871615,7.510292940466643,29445.786456851056,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
502733.7575752515,8.504891799910204,11.187021425124469,23807.185111021467,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1285111.7176499323,8.732858872236292,7.473776913814641,28123.83028527733,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
560087.0919514054,13.38173466013246,8.017359763867766,30504.358898448452,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1393485.1218799232,6.6512051772282295,9.630417886468342,14463.958064334494,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
992444.7213564697,11.836087780645197,11.57601640491554,11133.104664121092,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2102900.245775686,12.375307672803444,9.128956668485264,19467.388351259815,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
545064.4999458285,8.73588652811475,8.011761622166663,46758.83645319435,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
861691.2235363957,9.32692171802594,9.144892524355317,69764.24664808762,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1247705.668141671,10.56260401562091,6.939774474483293,17853.892288638574,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1571633.6420636533,11.350481744391885,7.312422912527618,21908.12671772766,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
844014.7028294926,10.480505925460923,8.782893441688893,45627.94867970714,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
784824.7338212228,10.69547556472438,10.722361569785082,27350.109154378286,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1249665.8146680007,8.257720846129537,13.520645048187788,63108.58218240886,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2986190.342589152,9.419846142186248,8.01944677445827,21734.025524740668,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2452787.565812584,9.221038179950654,6.880640646515543,22133.605476425724,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1437850.2415576605,8.448257531208915,7.324620689241247,27558.158735927147,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
512500.8021367886,11.937536036733409,10.390965423217747,35188.38549354319,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
802202.852591547,8.093106295221649,9.462003251680741,21014.364951256044,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
498491.5263628492,13.175694147199456,10.381542390534197,22617.270166042446,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
503000.6097135681,13.320507783986871,8.65021605041126,33996.20210911358,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1468680.4661406204,10.775150217000146,4.449331291286024,25419.78419200083,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
541019.116223703,7.908785454532284,6.4028800431734645,44338.32583764798,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
345858.16284895275,6.769796522301133,8.780750222508042,18351.862575091647,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
779223.8511960658,9.985323929917815,9.60509235236413,13598.147961627146,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
706421.2948726555,8.440238751595643,6.006672732491429,33510.35168434527,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2310098.2278278335,9.983728254699777,5.6919946553126435,24474.50803047332,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
528913.9581174036,8.546802550163818,7.307463577268329,30714.675322825962,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1346971.1620470872,9.468049521157926,8.021603604989883,22293.783805348554,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
833664.6663473127,12.107645244854435,10.023064884807486,15097.55222263918,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1414286.3577619386,13.558078617839449,8.019570711450072,24223.30839741351,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
763351.685859786,7.925446826088347,9.565979750417677,33943.23939210722,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1540890.518808229,13.117978194474833,6.778825074213342,33123.07637715519,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1890584.884161613,11.658784636270232,9.597478222219724,22669.394476409496,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
853977.4492335208,9.358441291391571,5.700906741348028,70172.21070472032,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
709077.4357771026,11.135707062123084,8.022601305825876,25099.61279028028,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1378499.1235302885,13.138808615039672,7.4473341723149025,35046.799268696115,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
622542.6997064508,7.595709548504402,8.010030993034356,32060.511922880134,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
809567.0396645245,9.326324729006092,4.974577631986524,23458.277301945487,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
758620.4063871272,10.523024997246665,4.055064583266818,19377.799667358428,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
694154.0325971362,7.051709303703262,7.286155671106046,17313.546344266895,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1946620.4832691127,13.097467725826888,9.260194259650827,25335.743963664136,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
861242.2803813997,11.308806603737349,11.842830579351173,30860.64948720655,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
849522.1490513637,9.98030868619939,12.34866449506434,59562.988987003264,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1991375.5467294808,11.387075911852433,4.926510932582193,15700.445859648838,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2044049.6803855288,11.580697599251323,12.451154822807087,55497.56338700914,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
560145.227134504,9.988296811762272,11.365495551974062,20145.109199612383,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
982736.2354411492,10.771552238410798,9.44251460047165,32644.52228659609,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1676910.1274089934,9.374258494303676,7.453968202938214,34796.48236750858,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1614568.9724764137,9.399995974974845,7.209656389868252,34767.27685586894,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
924896.8713651017,7.355119749508344,6.513663727490781,16628.439073703936,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1172367.813811072,8.396279334822594,6.794218653862117,48177.81354537068,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2669952.691281355,9.313782806840722,5.0074296139532075,56465.90419494941,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
451491.8797246708,11.383704594251288,6.947591081717807,25370.861369990344,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1003962.0092230253,8.652703255156911,6.953643145818605,20307.159420826392,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2807974.0208004722,12.523513357747918,9.033902941569576,27358.937162616192,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1594767.8324955476,17.170773057369942,7.473164947063512,26240.229309510993,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
671840.417680966,11.148060219970265,5.958142602554274,31171.620603997922,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1721647.740247716,8.389442957869004,6.25410385953996,15493.028065564587,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1521611.8840543607,9.282333207688911,7.2587883553622845,35037.79463954799,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
556848.664516384,8.871077614777494,7.252595408806838,39539.267998712945,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
518233.2728965387,11.411552828482543,8.58467768392157,17920.370069346085,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1793104.838090912,4.078944689723544,10.081437138939064,26697.698573748763,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
581445.441109539,9.988754256027619,6.4483679700886585,243921.0348389264,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
535949.7901414888,11.22975249220072,8.66515061181846,32123.775883555736,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
823951.6264405003,9.369604826811454,7.4657833799424225,49738.436423029794,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
941792.9859127563,8.675360866143903,6.626217892659987,19846.81058832554,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1676038.758159286,7.824379743318866,9.316786292976321,24294.383873718005,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
793735.755202546,9.984630829348704,7.262461601420236,37497.27607671231,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2470402.896864934,11.686870335461876,8.804223721427563,28336.207064969578,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
857643.3123107557,14.206345092400658,7.4821489736406015,16120.802602498268,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
742316.5784048581,8.802899570945154,5.502970748595696,15737.807035266083,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
876132.3462327889,9.266293151821241,7.370124631996656,52836.77492719414,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1431238.097648128,11.224439949264681,9.585318320648543,16978.1965889955,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1052138.0351169975,8.934189647290495,6.603195821118453,22297.100767442054,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
473200.83387879276,7.691325475852388,6.5581146004269435,18602.293160022906,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1280270.091229969,8.489776305239094,6.594099396243926,23406.735139587327,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
800794.0891619859,10.657701080563527,8.808826842450355,26702.977423856915,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
548540.8017076068,9.984124733287278,8.014943068656416,86339.68147128687,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1458895.7207548611,11.579696960664606,8.014504652225089,16404.960320458278,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
730513.0992727143,11.360853271321,8.00940081859126,24498.311646871938,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
988169.3188068131,11.061640798444255,6.4804496653795125,22466.11810613186,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1858470.6385650593,9.379862419167736,6.364648600638673,59959.08982076375,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1428968.9675323637,8.895456360830755,5.783975774629976,11596.807833002962,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1262428.5423332795,12.492333792957345,8.727808474583602,45462.485927902184,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
520510.3114377685,7.0479535539149705,9.535982488976927,55507.62582415527,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1711139.2207329469,6.550915517455828,7.279490980133385,15366.905798514756,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
558630.7413999863,8.413217357072755,8.575957724202162,22062.65866074756,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
701533.9418741807,7.050572671748986,11.662379915227762,30859.88663717787,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1471801.5856086016,15.464453578121564,6.0189871643406505,24981.815829516985,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
584976.6913580494,9.385613375501798,5.165146002441016,21016.617937757605,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
841705.4815739533,9.329198805556327,5.65219972732104,18547.99696958216,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1724350.3366859562,12.876447028397026,8.018044428468027,18560.416696956254,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
457325.2802751431,9.97821664175097,11.15682798592584,19993.57920989022,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
598203.6855188309,19.087589993113202,11.315485899677613,25174.07798173801,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
390131.6030062125,9.40508139058064,7.264292798318462,18047.063626212937,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1585662.2390263258,6.79488139059003,10.739926297249031,74980.614677762,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2881614.0642562765,9.279917070923489,8.013012254665023,12866.105060560438,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2607951.0457086577,9.983144428986199,7.397968430237446,18298.315863069674,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
676961.6960362672,12.184233911161048,7.268013005837032,22177.710083671547,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
684673.7245253591,8.67364864168469,4.051081822798463,32350.536329809147,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
534876.4906297589,9.987511766579967,6.8709913899932085,16979.488686284385,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
666740.6743828872,10.729831725068625,8.791952006512712,13254.933694598698,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2486842.9814773183,10.48428231554206,7.000843390160405,12686.681252875318,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
3242216.2035745364,9.978893378141791,10.277655377998947,22185.447117619216,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
912058.7462139565,9.98299381231632,5.569090526539803,30240.35458826444,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2654763.1089134403,9.979352818861297,8.013378502161526,29577.922238685693,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1416549.3258034203,11.268020564143159,10.00263279798245,86100.80411485229,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
974481.9847885582,10.761556894083844,7.255549915739583,37357.84348900098,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1559834.7018525114,8.461474451188973,9.584955278582798,81715.13080033465,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
554134.5442558918,12.195895210864313,7.435831655133473,11703.25412385011,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
2183492.5254547363,9.984851915252765,6.70285482330603,65757.35467123994,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1958635.4630752273,8.619335761861604,8.552222449628685,29078.800687526174,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
262809.043317683,10.738321987342527,8.668723689821956,23365.041304780876,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
739398.8610831224,6.090075478088695,8.590808913192623,17413.72795709387,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1009829.5632338057,10.616521989258327,4.100867434188036,23516.329505782473,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
826846.9078943824,15.508785392618956,6.472692602008338,20941.75900199799,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1500857.7449744914,8.414739427065317,8.01371933805843,33113.64179004402,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
725090.617930128,7.403903814992943,11.48622332243373,28283.184106750567,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
524674.3162277323,8.42972572310466,7.406801298098669,27163.35489956887,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1124954.836019526,9.468399673736071,8.544184266382274,88807.90026358524,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
837072.1455002726,9.35976777992621,5.911668426289061,32127.18713568164,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
434774.0452280998,8.093228573009293,11.117510872462264,29022.52669270055,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
683204.3967209725,10.643891309704967,8.750154074896956,19348.802124708993,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1056392.4919294724,6.938223118793587,8.666819675574418,43760.04371255076,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
449899.07549218886,5.27258818127536,7.249803517622877,49577.50188166493,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
698212.3310938912,8.692585827153982,9.09666177381612,22265.803821523263,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
595460.0198944081,7.432806719289823,6.812297424894167,16686.155408372288,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1696277.4796786073,7.666191135994898,8.012075269122668,12753.951250724891,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
793213.781686239,9.408139338595934,8.012590815022367,94944.25364066593,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
323053.77469449677,13.241491734337858,8.022973573465011,65267.55399948736,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1467957.8205666975,11.060906074414003,7.31584390741115,22550.692339831527,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
582631.7516160267,10.684547179201676,6.290761059394077,31712.159163032644,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
343071.51928830636,6.465627927455619,8.019619652523643,259590.9725784111,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
1686458.5951372976,7.223519016356111,5.003527642763405,27573.3804705226,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
906219.2460085662,15.49326525222997,9.597104580839298,22897.732804588795,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
386418.93499269465,13.506450345989643,10.362146722236147,21702.665390076025,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
704997.396201487,6.282785267307011,9.059025817502889,19055.977946941734,ATTACK,ADVERSARIAL_ATTACK,ATTACK,evasion
